;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.001356;1.356;stereoCalib;0.055619;55.619000;colorDetect;0.016076;16.076000;udp;0.000102;0.102;0.073153;;;;
Image ret;0.000801;0.801;stereoCalib;0.028029;28.029000;colorDetect;0.012861;12.861000;udp;9.9e-05;0.099;0.04179;;;;
Image ret;0.001075;1.075;stereoCalib;0.028376;28.376000;colorDetect;0.013341;13.341000;udp;0.000165;0.165;0.042957;;;;
Image ret;0.00088;0.88;stereoCalib;0.028064;28.064000;colorDetect;0.013792;13.792000;udp;0.000104;0.104;0.04284;;;;
Image ret;0.00093;0.93;stereoCalib;0.027651;27.651000;colorDetect;0.013779;13.779000;udp;9.2e-05;0.092;0.042452;;;;
Image ret;0.000797;0.797;stereoCalib;0.028149;28.149000;colorDetect;0.013537;13.537000;udp;9.5e-05;0.095;0.042578;;;;
Image ret;0.000838;0.838;stereoCalib;0.028043;28.043000;colorDetect;0.012489;12.489000;udp;0.000128;0.128;0.041498;;;;
Image ret;0.000794;0.794;stereoCalib;0.028929;28.929000;colorDetect;0.013704;13.704000;udp;9.7e-05;0.097;0.043524;;;;
Image ret;0.000846;0.846;stereoCalib;0.029451;29.451000;colorDetect;0.014148;14.148000;udp;9.7e-05;0.097;0.044542;;;;
Image ret;0.000938;0.938;stereoCalib;0.027082;27.082000;colorDetect;0.014469;14.469000;udp;9e-05;0.09;0.042579;;;;
Image ret;0.000821;0.821;stereoCalib;0.026944;26.944000;colorDetect;0.012785;12.785000;udp;9.2e-05;0.092;0.040642;;;;
Image ret;0.000838;0.838;stereoCalib;0.026954;26.954000;colorDetect;0.014594;14.594000;udp;8.8e-05;0.088;0.042474;;;;
Image ret;0.000805;0.805;stereoCalib;0.026742;26.742000;colorDetect;0.012394;12.394000;udp;9.5e-05;0.095;0.040036;;;;
Image ret;0.000936;0.936;stereoCalib;0.029108;29.108000;colorDetect;0.01398;13.980000;udp;0.000108;0.108;0.044132;;;;
Image ret;0.00083;0.83;stereoCalib;0.027519;27.519000;colorDetect;0.014663;14.663000;udp;9.1e-05;0.091;0.043103;;;;
Image ret;0.000877;0.877;stereoCalib;0.027862;27.862000;colorDetect;0.014164;14.164000;udp;0.000104;0.104;0.043007;;;;
Image ret;0.000797;0.797;stereoCalib;0.029419;29.419000;colorDetect;0.014022;14.022000;udp;0.000123;0.123;0.044361;;;;
Image ret;0.000791;0.791;stereoCalib;0.029756;29.756000;colorDetect;0.013803;13.803000;udp;0.000103;0.103;0.044453;;;;
Image ret;0.000806;0.806;stereoCalib;0.034586;34.586000;colorDetect;0.026799;26.799000;udp;0.000152;0.152;0.062343;;;;
Image ret;0.001081;1.081;stereoCalib;0.054767;54.767000;colorDetect;0.021352;21.352000;udp;9.4e-05;0.094;0.077294;;;;
Image ret;0.000804;0.804;stereoCalib;0.02947;29.470000;colorDetect;0.012541;12.541000;udp;0.000126;0.126;0.042941;;;;
Image ret;0.000802;0.802;stereoCalib;0.027951;27.951000;colorDetect;0.013607;13.607000;udp;9.3e-05;0.093;0.042453;;;;
Image ret;0.000933;0.933;stereoCalib;0.032925;32.925000;colorDetect;0.01365;13.650000;udp;9.6e-05;0.096;0.047604;;;;
Image ret;0.000792;0.792;stereoCalib;0.026649;26.649000;colorDetect;0.01234;12.340000;udp;0.0001;0.1;0.039881;;;;
Image ret;0.000866;0.866;stereoCalib;0.02976;29.760000;colorDetect;0.013843;13.843000;udp;9.5e-05;0.095;0.044564;;;;
Image ret;0.000806;0.806;stereoCalib;0.029473;29.473000;colorDetect;0.013166;13.166000;udp;0.000305;0.305;0.04375;;;;
Image ret;0.00084;0.84;stereoCalib;0.027179;27.179000;colorDetect;0.01561;15.610000;udp;8.8e-05;0.088;0.043717;;;;
Image ret;0.000911;0.911;stereoCalib;0.030365;30.365000;colorDetect;0.012433;12.433000;udp;0.000137;0.137;0.043846;;;;
Image ret;0.0008;0.8;stereoCalib;0.028822;28.822000;colorDetect;0.013353;13.353000;udp;9.5e-05;0.095;0.04307;;;;
Image ret;0.000793;0.793;stereoCalib;0.029295;29.295000;colorDetect;0.01435;14.350000;udp;0.00012;0.12;0.044558;;;;
Image ret;0.000847;0.847;stereoCalib;0.029959;29.959000;colorDetect;0.013782;13.782000;udp;0.000195;0.195;0.044783;;;;
Image ret;0.000797;0.797;stereoCalib;0.028276;28.276000;colorDetect;0.013879;13.879000;udp;0.000124;0.124;0.043076;;;;
Image ret;0.000797;0.797;stereoCalib;0.031366;31.366000;colorDetect;0.012485;12.485000;udp;0.000116;0.116;0.044764;;;;
Image ret;0.000937;0.937;stereoCalib;0.033453;33.453000;colorDetect;0.013625;13.625000;udp;0.000127;0.127;0.048142;;;;
Image ret;0.000824;0.824;stereoCalib;0.030366;30.366000;colorDetect;0.012454;12.454000;udp;0.000111;0.111;0.043755;;;;
Image ret;0.001027;1.027;stereoCalib;0.031633;31.633000;colorDetect;0.012485;12.485000;udp;0.000106;0.106;0.045251;;;;
Image ret;0.000962;0.962;stereoCalib;0.028198;28.198000;colorDetect;0.01316;13.160000;udp;0.000131;0.131;0.042451;;;;
Image ret;0.000805;0.805;stereoCalib;0.028509;28.509000;colorDetect;0.013063;13.063000;udp;0.000272;0.272;0.042649;;;;
Image ret;0.000788;0.788;stereoCalib;0.029485;29.485000;colorDetect;0.01727;17.270000;udp;0.000141;0.141;0.047684;;;;
Image ret;0.001219;1.219;stereoCalib;0.059942;59.942000;colorDetect;0.026936;26.936000;udp;0.000147;0.147;0.088244;;;;
Image ret;0.000888;0.888;stereoCalib;0.026484;26.484000;colorDetect;0.013694;13.694000;udp;9.5e-05;0.095;0.041161;;;;
Image ret;0.000834;0.834;stereoCalib;0.02788;27.880000;colorDetect;0.012716;12.716000;udp;0.000104;0.104;0.041534;;;;
Image ret;0.000982;0.982;stereoCalib;0.027674;27.674000;colorDetect;0.014359;14.359000;udp;9.1e-05;0.091;0.043106;;;;
Image ret;0.000901;0.901;stereoCalib;0.026454;26.454000;colorDetect;0.013736;13.736000;udp;9.6e-05;0.096;0.041187;;;;
Image ret;0.000848;0.848;stereoCalib;0.02964;29.640000;colorDetect;0.012474;12.474000;udp;9e-05;0.09;0.043052;;;;
Image ret;0.000894;0.894;stereoCalib;0.028396;28.396000;colorDetect;0.013532;13.532000;udp;9.9e-05;0.099;0.042921;;;;
Image ret;0.000933;0.933;stereoCalib;0.030686;30.686000;colorDetect;0.013724;13.724000;udp;0.000101;0.101;0.045444;;;;
Image ret;0.000783;0.783;stereoCalib;0.029839;29.839000;colorDetect;0.012512;12.512000;udp;0.000122;0.122;0.043256;;;;
Image ret;0.000795;0.795;stereoCalib;0.029971;29.971000;colorDetect;0.013813;13.813000;udp;0.00012;0.12;0.044699;;;;
Image ret;0.000898;0.898;stereoCalib;0.027998;27.998000;colorDetect;0.015104;15.104000;udp;9.5e-05;0.095;0.044095;;;;
Image ret;0.0008;0.8;stereoCalib;0.029032;29.032000;colorDetect;0.013865;13.865000;udp;0.0001;0.1;0.043797;;;;
Image ret;0.000771;0.771;stereoCalib;0.027483;27.483000;colorDetect;0.012395;12.395000;udp;0.000113;0.113;0.040762;;;;
Image ret;0.000823;0.823;stereoCalib;0.028628;28.628000;colorDetect;0.012917;12.917000;udp;0.000205;0.205;0.042573;;;;
Image ret;0.000885;0.885;stereoCalib;0.026829;26.829000;colorDetect;0.014009;14.009000;udp;9.6e-05;0.096;0.041819;;;;
Image ret;0.000819;0.819;stereoCalib;0.029423;29.423000;colorDetect;0.012493;12.493000;udp;0.000116;0.116;0.042851;;;;
Image ret;0.001466;1.466;stereoCalib;0.059479;59.479000;colorDetect;0.024758;24.758000;udp;0.000147;0.147;0.08585;;;;
Image ret;0.001117;1.117;stereoCalib;0.052758;52.758000;colorDetect;0.013561;13.561000;udp;0.000108;0.108;0.067544;;;;
Image ret;0.000837;0.837;stereoCalib;0.026688;26.688000;colorDetect;0.012851;12.851000;udp;9.3e-05;0.093;0.040469;;;;
Image ret;0.000859;0.859;stereoCalib;0.028486;28.486000;colorDetect;0.013615;13.615000;udp;0.000104;0.104;0.043064;;;;
Image ret;0.00096;0.96;stereoCalib;0.02826;28.260000;colorDetect;0.014649;14.649000;udp;0.000719;0.719;0.044588;;;;
Image ret;0.000888;0.888;stereoCalib;0.026702;26.702000;colorDetect;0.014677;14.677000;udp;9e-05;0.09;0.042357;;;;
Image ret;0.000785;0.785;stereoCalib;0.027057;27.057000;colorDetect;0.012556;12.556000;udp;0.000109;0.109;0.040507;;;;
Image ret;0.000779;0.779;stereoCalib;0.030129;30.129000;colorDetect;0.013663;13.663000;udp;0.000101;0.101;0.044672;;;;
Image ret;0.000836;0.836;stereoCalib;0.028077;28.077000;colorDetect;0.013266;13.266000;udp;0.000275;0.275;0.042454;;;;
Image ret;0.000884;0.884;stereoCalib;0.027465;27.465000;colorDetect;0.014703;14.703000;udp;9.3e-05;0.093;0.043145;;;;
Image ret;0.000787;0.787;stereoCalib;0.026633;26.633000;colorDetect;0.012474;12.474000;udp;9.8e-05;0.098;0.039992;;;;
Image ret;0.000794;0.794;stereoCalib;0.029956;29.956000;colorDetect;0.013249;13.249000;udp;0.000283;0.283;0.044282;;;;
Image ret;0.000804;0.804;stereoCalib;0.026703;26.703000;colorDetect;0.014086;14.086000;udp;9.2e-05;0.092;0.041685;;;;
Image ret;0.000957;0.957;stereoCalib;0.027527;27.527000;colorDetect;0.013659;13.659000;udp;9.2e-05;0.092;0.042235;;;;
Image ret;0.000812;0.812;stereoCalib;0.029718;29.718000;colorDetect;0.012452;12.452000;udp;9.9e-05;0.099;0.043081;;;;
Image ret;0.000814;0.814;stereoCalib;0.028532;28.532000;colorDetect;0.013242;13.242000;udp;0.000105;0.105;0.042693;;;;
Image ret;0.000871;0.871;stereoCalib;0.028105;28.105000;colorDetect;0.014169;14.169000;udp;9.2e-05;0.092;0.043237;;;;
Image ret;0.000945;0.945;stereoCalib;0.052709;52.709000;colorDetect;0.02674;26.740000;udp;0.000151;0.151;0.080545;;;;
Image ret;0.001172;1.172;stereoCalib;0.054244;54.244000;colorDetect;0.019043;19.043000;udp;9.6e-05;0.096;0.074555;;;;
Image ret;0.000791;0.791;stereoCalib;0.032469;32.469000;colorDetect;0.012394;12.394000;udp;0.000213;0.213;0.045867;;;;
Image ret;0.000837;0.837;stereoCalib;0.030977;30.977000;colorDetect;0.012468;12.468000;udp;9.9e-05;0.099;0.044381;;;;
Image ret;0.001335;1.335;stereoCalib;0.031194;31.194000;colorDetect;0.013574;13.574000;udp;9.1e-05;0.091;0.046194;;;;
Image ret;0.000796;0.796;stereoCalib;0.030164;30.164000;colorDetect;0.012843;12.843000;udp;0.000207;0.207;0.04401;;;;
Image ret;0.000917;0.917;stereoCalib;0.028014;28.014000;colorDetect;0.012863;12.863000;udp;0.000186;0.186;0.04198;;;;
Image ret;0.000823;0.823;stereoCalib;0.02744;27.440000;colorDetect;0.014195;14.195000;udp;8.8e-05;0.088;0.042546;;;;
Image ret;0.000814;0.814;stereoCalib;0.02964;29.640000;colorDetect;0.012483;12.483000;udp;0.000108;0.108;0.043045;;;;
Image ret;0.001132;1.132;stereoCalib;0.028501;28.501000;colorDetect;0.013269;13.269000;udp;0.000136;0.136;0.043038;;;;
Image ret;0.000841;0.841;stereoCalib;0.029123;29.123000;colorDetect;0.013824;13.824000;udp;9.3e-05;0.093;0.043881;;;;
Image ret;0.000802;0.802;stereoCalib;0.026275;26.275000;colorDetect;0.013699;13.699000;udp;8.9e-05;0.089;0.040865;;;;
Image ret;0.00083;0.83;stereoCalib;0.028001;28.001000;colorDetect;0.01245;12.450000;udp;0.000104;0.104;0.041385;;;;
Image ret;0.001082;1.082;stereoCalib;0.026881;26.881000;colorDetect;0.013645;13.645000;udp;9.4e-05;0.094;0.041702;;;;
Image ret;0.000819;0.819;stereoCalib;0.027625;27.625000;colorDetect;0.013529;13.529000;udp;0.000123;0.123;0.042096;;;;
Image ret;0.000802;0.802;stereoCalib;0.026758;26.758000;colorDetect;0.015261;15.261000;udp;9.2e-05;0.092;0.042913;;;;
Image ret;0.001084;1.084;stereoCalib;0.02901;29.010000;colorDetect;0.013568;13.568000;udp;0.00018;0.18;0.043842;;;;
Image ret;0.000961;0.961;stereoCalib;0.045499;45.499000;colorDetect;0.026915;26.915000;udp;0.000149;0.149;0.073524;;;;
Image ret;0.001485;1.485;stereoCalib;0.055594;55.594000;colorDetect;0.02451;24.510000;udp;9.5e-05;0.095;0.081684;;;;
Image ret;0.001034;1.034;stereoCalib;0.028356;28.356000;colorDetect;0.013193;13.193000;udp;9.3e-05;0.093;0.042676;;;;
Image ret;0.000833;0.833;stereoCalib;0.029807;29.807000;colorDetect;0.013884;13.884000;udp;9.6e-05;0.096;0.04462;;;;
Image ret;0.000985;0.985;stereoCalib;0.030501;30.501000;colorDetect;0.014078;14.078000;udp;9.2e-05;0.092;0.045656;;;;
Image ret;0.000799;0.799;stereoCalib;0.0281;28.100000;colorDetect;0.01249;12.490000;udp;0.000116;0.116;0.041505;;;;
Image ret;0.001081;1.081;stereoCalib;0.029698;29.698000;colorDetect;0.01246;12.460000;udp;9.6e-05;0.096;0.043335;;;;
Image ret;0.000882;0.882;stereoCalib;0.026621;26.621000;colorDetect;0.01533;15.330000;udp;0.00023;0.23;0.043063;;;;
Image ret;0.000981;0.981;stereoCalib;0.028452;28.452000;colorDetect;0.015419;15.419000;udp;0.000125;0.125;0.044977;;;;
Image ret;0.000943;0.943;stereoCalib;0.027615;27.615000;colorDetect;0.013794;13.794000;udp;9.4e-05;0.094;0.042446;;;;
Image ret;0.000848;0.848;stereoCalib;0.029689;29.689000;colorDetect;0.012527;12.527000;udp;9.5e-05;0.095;0.043159;;;;
Image ret;0.000798;0.798;stereoCalib;0.029782;29.782000;colorDetect;0.013637;13.637000;udp;0.000116;0.116;0.044333;;;;
Image ret;0.000817;0.817;stereoCalib;0.028093;28.093000;colorDetect;0.013788;13.788000;udp;0.00011;0.11;0.042808;;;;
Image ret;0.000832;0.832;stereoCalib;0.028782;28.782000;colorDetect;0.014135;14.135000;udp;9.5e-05;0.095;0.043844;;;;
Image ret;0.000871;0.871;stereoCalib;0.029459;29.459000;colorDetect;0.012548;12.548000;udp;9.4e-05;0.094;0.042972;;;;
Image ret;0.000783;0.783;stereoCalib;0.030188;30.188000;colorDetect;0.013701;13.701000;udp;0.000106;0.106;0.044778;;;;
Image ret;0.000802;0.802;stereoCalib;0.027982;27.982000;colorDetect;0.013685;13.685000;udp;0.000108;0.108;0.042577;;;;
Image ret;0.000812;0.812;stereoCalib;0.029325;29.325000;colorDetect;0.014322;14.322000;udp;0.000121;0.121;0.04458;;;;
Image ret;0.000827;0.827;stereoCalib;0.029662;29.662000;colorDetect;0.013223;13.223000;udp;0.000131;0.131;0.043843;;;;
Image ret;0.000957;0.957;stereoCalib;0.032404;32.404000;colorDetect;0.014627;14.627000;udp;0.00016;0.16;0.048148;;;;
Image ret;0.001128;1.128;stereoCalib;0.056656;56.656000;colorDetect;0.027742;27.742000;udp;0.000151;0.151;0.085677;;;;
Image ret;0.001543;1.543;stereoCalib;0.054973;54.973000;colorDetect;0.015079;15.079000;udp;0.000103;0.103;0.071698;;;;
Image ret;0.00089;0.89;stereoCalib;0.028225;28.225000;colorDetect;0.012732;12.732000;udp;9.4e-05;0.094;0.041941;;;;
Image ret;0.000945;0.945;stereoCalib;0.029484;29.484000;colorDetect;0.013461;13.461000;udp;9.9e-05;0.099;0.043989;;;;
Image ret;0.000802;0.802;stereoCalib;0.027779;27.779000;colorDetect;0.01412;14.120000;udp;9.4e-05;0.094;0.042795;;;;
Image ret;0.000821;0.821;stereoCalib;0.029554;29.554000;colorDetect;0.012669;12.669000;udp;9.5e-05;0.095;0.043139;;;;
Image ret;0.000868;0.868;stereoCalib;0.029573;29.573000;colorDetect;0.013659;13.659000;udp;0.000107;0.107;0.044207;;;;
Image ret;0.00083;0.83;stereoCalib;0.028158;28.158000;colorDetect;0.014165;14.165000;udp;0.00012;0.12;0.043273;;;;
Image ret;0.00093;0.93;stereoCalib;0.028968;28.968000;colorDetect;0.013682;13.682000;udp;9.4e-05;0.094;0.043674;;;;
Image ret;0.000797;0.797;stereoCalib;0.0284;28.400000;colorDetect;0.012463;12.463000;udp;0.000111;0.111;0.041771;;;;
Image ret;0.000851;0.851;stereoCalib;0.030013;30.013000;colorDetect;0.013974;13.974000;udp;9.5e-05;0.095;0.044933;;;;
Image ret;0.000804;0.804;stereoCalib;0.02982;29.820000;colorDetect;0.01417;14.170000;udp;9.2e-05;0.092;0.044886;;;;
Image ret;0.000946;0.946;stereoCalib;0.030107;30.107000;colorDetect;0.012513;12.513000;udp;0.000104;0.104;0.04367;;;;
Image ret;0.000795;0.795;stereoCalib;0.030058;30.058000;colorDetect;0.013217;13.217000;udp;0.000112;0.112;0.044182;;;;
Image ret;0.000861;0.861;stereoCalib;0.027848;27.848000;colorDetect;0.015328;15.328000;udp;8.8e-05;0.088;0.044125;;;;
Image ret;0.000801;0.801;stereoCalib;0.027436;27.436000;colorDetect;0.012462;12.462000;udp;0.000118;0.118;0.040817;;;;
Image ret;0.000812;0.812;stereoCalib;0.03029;30.290000;colorDetect;0.012836;12.836000;udp;0.000101;0.101;0.044039;;;;
Image ret;0.000931;0.931;stereoCalib;0.030179;30.179000;colorDetect;0.014091;14.091000;udp;0.000103;0.103;0.045304;;;;
Image ret;0.001174;1.174;stereoCalib;0.055809;55.809000;colorDetect;0.024764;24.764000;udp;0.000162;0.162;0.081909;;;;
Image ret;0.00116;1.16;stereoCalib;0.054501;54.501000;colorDetect;0.027535;27.535000;udp;0.000144;0.144;0.08334;;;;
Image ret;0.001286;1.286;stereoCalib;0.055859;55.859000;colorDetect;0.018721;18.721000;udp;9.7e-05;0.097;0.075963;;;;
Image ret;0.000794;0.794;stereoCalib;0.02955;29.550000;colorDetect;0.012777;12.777000;udp;0.000108;0.108;0.043229;;;;
Image ret;0.000811;0.811;stereoCalib;0.028685;28.685000;colorDetect;0.013468;13.468000;udp;0.000118;0.118;0.043082;;;;
Image ret;0.000788;0.788;stereoCalib;0.029329;29.329000;colorDetect;0.013672;13.672000;udp;0.000119;0.119;0.043908;;;;
Image ret;0.000865;0.865;stereoCalib;0.030612;30.612000;colorDetect;0.014199;14.199000;udp;9.7e-05;0.097;0.045773;;;;
Image ret;0.00084;0.84;stereoCalib;0.029306;29.306000;colorDetect;0.012563;12.563000;udp;0.000104;0.104;0.042813;;;;
Image ret;0.000945;0.945;stereoCalib;0.029654;29.654000;colorDetect;0.013791;13.791000;udp;0.00012;0.12;0.04451;;;;
Image ret;0.000792;0.792;stereoCalib;0.028585;28.585000;colorDetect;0.012492;12.492000;udp;0.000164;0.164;0.042033;;;;
Image ret;0.000869;0.869;stereoCalib;0.026671;26.671000;colorDetect;0.015524;15.524000;udp;8.9e-05;0.089;0.043153;;;;
Image ret;0.000952;0.952;stereoCalib;0.029033;29.033000;colorDetect;0.012677;12.677000;udp;9.8e-05;0.098;0.04276;;;;
Image ret;0.000865;0.865;stereoCalib;0.028604;28.604000;colorDetect;0.013337;13.337000;udp;0.000123;0.123;0.042929;;;;
Image ret;0.000821;0.821;stereoCalib;0.029786;29.786000;colorDetect;0.014399;14.399000;udp;9.5e-05;0.095;0.045101;;;;
Image ret;0.000837;0.837;stereoCalib;0.029625;29.625000;colorDetect;0.013898;13.898000;udp;9.5e-05;0.095;0.044455;;;;
Image ret;0.000823;0.823;stereoCalib;0.029843;29.843000;colorDetect;0.014263;14.263000;udp;9.6e-05;0.096;0.045025;;;;
Image ret;0.000788;0.788;stereoCalib;0.029638;29.638000;colorDetect;0.013767;13.767000;udp;9.6e-05;0.096;0.044289;;;;
Image ret;0.000937;0.937;stereoCalib;0.028992;28.992000;colorDetect;0.013636;13.636000;udp;9.5e-05;0.095;0.04366;;;;
Image ret;0.000805;0.805;stereoCalib;0.030224;30.224000;colorDetect;0.012643;12.643000;udp;0.000211;0.211;0.043883;;;;
Image ret;0.000877;0.877;stereoCalib;0.034255;34.255000;colorDetect;0.012536;12.536000;udp;0.000111;0.111;0.047779;;;;
Image ret;0.000798;0.798;stereoCalib;0.034177;34.177000;colorDetect;0.012472;12.472000;udp;0.000107;0.107;0.047554;;;;
Image ret;0.001004;1.004;stereoCalib;0.03665;36.650000;colorDetect;0.026751;26.751000;udp;0.000142;0.142;0.064547;;;;
Image ret;0.001301;1.301;stereoCalib;0.053964;53.964000;colorDetect;0.0201;20.100000;udp;9.7e-05;0.097;0.075462;;;;
Image ret;0.000878;0.878;stereoCalib;0.029864;29.864000;colorDetect;0.013658;13.658000;udp;0.000123;0.123;0.044523;;;;
Image ret;0.000785;0.785;stereoCalib;0.029287;29.287000;colorDetect;0.013792;13.792000;udp;8.8e-05;0.088;0.043952;;;;
Image ret;0.000817;0.817;stereoCalib;0.028632;28.632000;colorDetect;0.013484;13.484000;udp;0.000117;0.117;0.04305;;;;
Image ret;0.00079;0.79;stereoCalib;0.031267;31.267000;colorDetect;0.01295;12.950000;udp;0.000395;0.395;0.045402;;;;
Image ret;0.001273;1.273;stereoCalib;0.034306;34.306000;colorDetect;0.013711;13.711000;udp;9.1e-05;0.091;0.049381;;;;
Image ret;0.000807;0.807;stereoCalib;0.02894;28.940000;colorDetect;0.012735;12.735000;udp;0.000115;0.115;0.042597;;;;
Image ret;0.0008;0.8;stereoCalib;0.029138;29.138000;colorDetect;0.013422;13.422000;udp;0.000109;0.109;0.043469;;;;
Image ret;0.000803;0.803;stereoCalib;0.029712;29.712000;colorDetect;0.014007;14.007000;udp;0.000104;0.104;0.044626;;;;
Image ret;0.000877;0.877;stereoCalib;0.029885;29.885000;colorDetect;0.013928;13.928000;udp;9.8e-05;0.098;0.044788;;;;
Image ret;0.000803;0.803;stereoCalib;0.029547;29.547000;colorDetect;0.012367;12.367000;udp;0.000108;0.108;0.042825;;;;
Image ret;0.000826;0.826;stereoCalib;0.029428;29.428000;colorDetect;0.013672;13.672000;udp;0.000113;0.113;0.044039;;;;
Image ret;0.000801;0.801;stereoCalib;0.028117;28.117000;colorDetect;0.013917;13.917000;udp;9.6e-05;0.096;0.042931;;;;
Image ret;0.000849;0.849;stereoCalib;0.029611;29.611000;colorDetect;0.014436;14.436000;udp;8.8e-05;0.088;0.044984;;;;
Image ret;0.000794;0.794;stereoCalib;0.028528;28.528000;colorDetect;0.014106;14.106000;udp;9.6e-05;0.096;0.043524;;;;
Image ret;0.000984;0.984;stereoCalib;0.033966;33.966000;colorDetect;0.014164;14.164000;udp;9.3e-05;0.093;0.049207;;;;
Image ret;0.000787;0.787;stereoCalib;0.028027;28.027000;colorDetect;0.012709;12.709000;udp;0.000123;0.123;0.041646;;;;
Image ret;0.000995;0.995;stereoCalib;0.029494;29.494000;colorDetect;0.01277;12.770000;udp;9.5e-05;0.095;0.043354;;;;
Image ret;0.000873;0.873;stereoCalib;0.029675;29.675000;colorDetect;0.026163;26.163000;udp;0.000133;0.133;0.056844;;;;
Image ret;0.001244;1.244;stereoCalib;0.053292;53.292000;colorDetect;0.02753;27.530000;udp;0.000175;0.175;0.082241;;;;
Image ret;0.001074;1.074;stereoCalib;0.057284;57.284000;colorDetect;0.025407;25.407000;udp;0.000157;0.157;0.083922;;;;
Image ret;0.00113;1.13;stereoCalib;0.049158;49.158000;colorDetect;0.013487;13.487000;udp;9.7e-05;0.097;0.063872;;;;
Image ret;0.000948;0.948;stereoCalib;0.026958;26.958000;colorDetect;0.013945;13.945000;udp;9.5e-05;0.095;0.041946;;;;
Image ret;0.000888;0.888;stereoCalib;0.027188;27.188000;colorDetect;0.013819;13.819000;udp;0.000198;0.198;0.042093;;;;
Image ret;0.000797;0.797;stereoCalib;0.027078;27.078000;colorDetect;0.012904;12.904000;udp;0.000197;0.197;0.040976;;;;
Image ret;0.000838;0.838;stereoCalib;0.027432;27.432000;colorDetect;0.01262;12.620000;udp;0.000107;0.107;0.040997;;;;
Image ret;0.001022;1.022;stereoCalib;0.029649;29.649000;colorDetect;0.013877;13.877000;udp;0.000105;0.105;0.044653;;;;
Image ret;0.001192;1.192;stereoCalib;0.026646;26.646000;colorDetect;0.013803;13.803000;udp;8.9e-05;0.089;0.04173;;;;
Image ret;0.000799;0.799;stereoCalib;0.029356;29.356000;colorDetect;0.012359;12.359000;udp;0.000106;0.106;0.04262;;;;
Image ret;0.000854;0.854;stereoCalib;0.029685;29.685000;colorDetect;0.013689;13.689000;udp;9.6e-05;0.096;0.044324;;;;
Image ret;0.000934;0.934;stereoCalib;0.028489;28.489000;colorDetect;0.01399;13.990000;udp;9.4e-05;0.094;0.043507;;;;
Image ret;0.00081;0.81;stereoCalib;0.026709;26.709000;colorDetect;0.012533;12.533000;udp;0.000102;0.102;0.040154;;;;
