;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.000915;0.915;stereoCalib;0.02745;27.450000;colorDetect;0.014278;14.278000;udp;9.4e-05;0.094;0.042737;;;;
Image ret;0.000968;0.968;stereoCalib;0.030648;30.648000;colorDetect;0.013738;13.738000;udp;0.000105;0.105;0.045459;;;;
Image ret;0.000801;0.801;stereoCalib;0.029584;29.584000;colorDetect;0.013119;13.119000;udp;0.000102;0.102;0.043606;;;;
Image ret;0.000807;0.807;stereoCalib;0.030165;30.165000;colorDetect;0.012824;12.824000;udp;0.0001;0.1;0.043896;;;;
Image ret;0.000839;0.839;stereoCalib;0.032369;32.369000;colorDetect;0.012824;12.824000;udp;0.000105;0.105;0.046137;;;;
Image ret;0.000992;0.992;stereoCalib;0.051073;51.073000;colorDetect;0.02761;27.610000;udp;0.000154;0.154;0.079829;;;;
Image ret;0.001199;1.199;stereoCalib;0.057023;57.023000;colorDetect;0.019526;19.526000;udp;0.0001;0.1;0.077848;;;;
Image ret;0.000796;0.796;stereoCalib;0.030196;30.196000;colorDetect;0.012595;12.595000;udp;9.9e-05;0.099;0.043686;;;;
Image ret;0.00086;0.86;stereoCalib;0.033034;33.034000;colorDetect;0.012743;12.743000;udp;9.5e-05;0.095;0.046732;;;;
Image ret;0.000795;0.795;stereoCalib;0.030405;30.405000;colorDetect;0.013609;13.609000;udp;0.000123;0.123;0.044932;;;;
Image ret;0.000883;0.883;stereoCalib;0.029968;29.968000;colorDetect;0.013796;13.796000;udp;9.3e-05;0.093;0.04474;;;;
Image ret;0.000825;0.825;stereoCalib;0.029576;29.576000;colorDetect;0.012712;12.712000;udp;0.000116;0.116;0.043229;;;;
Image ret;0.00091;0.91;stereoCalib;0.027966;27.966000;colorDetect;0.014893;14.893000;udp;0.000202;0.202;0.043971;;;;
Image ret;0.0008;0.8;stereoCalib;0.026919;26.919000;colorDetect;0.013293;13.293000;udp;9.3e-05;0.093;0.041105;;;;
Image ret;0.000869;0.869;stereoCalib;0.027332;27.332000;colorDetect;0.013965;13.965000;udp;0.000163;0.163;0.042329;;;;
Image ret;0.00097;0.97;stereoCalib;0.030499;30.499000;colorDetect;0.013859;13.859000;udp;0.000107;0.107;0.045435;;;;
Image ret;0.000875;0.875;stereoCalib;0.027129;27.129000;colorDetect;0.014358;14.358000;udp;9.2e-05;0.092;0.042454;;;;
Image ret;0.000829;0.829;stereoCalib;0.027934;27.934000;colorDetect;0.012668;12.668000;udp;0.000108;0.108;0.041539;;;;
Image ret;0.000809;0.809;stereoCalib;0.02928;29.280000;colorDetect;0.013498;13.498000;udp;9.7e-05;0.097;0.043684;;;;
Image ret;0.000788;0.788;stereoCalib;0.02972;29.720000;colorDetect;0.01419;14.190000;udp;0.000104;0.104;0.044802;;;;
Image ret;0.000987;0.987;stereoCalib;0.031045;31.045000;colorDetect;0.013955;13.955000;udp;9.5e-05;0.095;0.046082;;;;
Image ret;0.000793;0.793;stereoCalib;0.02998;29.980000;colorDetect;0.012487;12.487000;udp;0.000114;0.114;0.043374;;;;
Image ret;0.000814;0.814;stereoCalib;0.029462;29.462000;colorDetect;0.014064;14.064000;udp;9.4e-05;0.094;0.044434;;;;
Image ret;0.000906;0.906;stereoCalib;0.028193;28.193000;colorDetect;0.027911;27.911000;udp;0.000147;0.147;0.057157;;;;
Image ret;0.001474;1.474;stereoCalib;0.060187;60.187000;colorDetect;0.020433;20.433000;udp;9.2e-05;0.092;0.082186;;;;
Image ret;0.000969;0.969;stereoCalib;0.029993;29.993000;colorDetect;0.014014;14.014000;udp;9.5e-05;0.095;0.045071;;;;
Image ret;0.000836;0.836;stereoCalib;0.028067;28.067000;colorDetect;0.014152;14.152000;udp;9.3e-05;0.093;0.043148;;;;
Image ret;0.000849;0.849;stereoCalib;0.030704;30.704000;colorDetect;0.012894;12.894000;udp;8.4e-05;0.084;0.044531;;;;
Image ret;0.000786;0.786;stereoCalib;0.028774;28.774000;colorDetect;0.014005;14.005000;udp;9.9e-05;0.099;0.043664;;;;
Image ret;0.000958;0.958;stereoCalib;0.033658;33.658000;colorDetect;0.013847;13.847000;udp;8.7e-05;0.087;0.04855;;;;
Image ret;0.000816;0.816;stereoCalib;0.02981;29.810000;colorDetect;0.01243;12.430000;udp;0.000116;0.116;0.043172;;;;
Image ret;0.000948;0.948;stereoCalib;0.029659;29.659000;colorDetect;0.013203;13.203000;udp;0.000128;0.128;0.043938;;;;
Image ret;0.000846;0.846;stereoCalib;0.029648;29.648000;colorDetect;0.014619;14.619000;udp;9.4e-05;0.094;0.045207;;;;
Image ret;0.000805;0.805;stereoCalib;0.029507;29.507000;colorDetect;0.013413;13.413000;udp;0.000106;0.106;0.043831;;;;
Image ret;0.000946;0.946;stereoCalib;0.030611;30.611000;colorDetect;0.013768;13.768000;udp;8.9e-05;0.089;0.045414;;;;
Image ret;0.000959;0.959;stereoCalib;0.026734;26.734000;colorDetect;0.013817;13.817000;udp;0.000124;0.124;0.041634;;;;
Image ret;0.000844;0.844;stereoCalib;0.026827;26.827000;colorDetect;0.015046;15.046000;udp;9.4e-05;0.094;0.042811;;;;
Image ret;0.000871;0.871;stereoCalib;0.02678;26.780000;colorDetect;0.013788;13.788000;udp;9.9e-05;0.099;0.041538;;;;
Image ret;0.000975;0.975;stereoCalib;0.03043;30.430000;colorDetect;0.012691;12.691000;udp;0.000134;0.134;0.04423;;;;
Image ret;0.000852;0.852;stereoCalib;0.0283;28.300000;colorDetect;0.01283;12.830000;udp;0.000212;0.212;0.042194;;;;
Image ret;0.000932;0.932;stereoCalib;0.026865;26.865000;colorDetect;0.015646;15.646000;udp;0.000117;0.117;0.04356;;;;
Image ret;0.000891;0.891;stereoCalib;0.02674;26.740000;colorDetect;0.014548;14.548000;udp;9.1e-05;0.091;0.04227;;;;
Image ret;0.001139;1.139;stereoCalib;0.054019;54.019000;colorDetect;0.02717;27.170000;udp;0.000148;0.148;0.082476;;;;
Image ret;0.001173;1.173;stereoCalib;0.053353;53.353000;colorDetect;0.014054;14.054000;udp;9.5e-05;0.095;0.068675;;;;
Image ret;0.000833;0.833;stereoCalib;0.028836;28.836000;colorDetect;0.012536;12.536000;udp;0.000121;0.121;0.042326;;;;
Image ret;0.000823;0.823;stereoCalib;0.028552;28.552000;colorDetect;0.01388;13.880000;udp;0.000102;0.102;0.043357;;;;
Image ret;0.000899;0.899;stereoCalib;0.028088;28.088000;colorDetect;0.014605;14.605000;udp;9.4e-05;0.094;0.043686;;;;
Image ret;0.000795;0.795;stereoCalib;0.02751;27.510000;colorDetect;0.013767;13.767000;udp;9.1e-05;0.091;0.042163;;;;
Image ret;0.000821;0.821;stereoCalib;0.02948;29.480000;colorDetect;0.012554;12.554000;udp;0.000103;0.103;0.042958;;;;
Image ret;0.000851;0.851;stereoCalib;0.029663;29.663000;colorDetect;0.013017;13.017000;udp;0.000185;0.185;0.043716;;;;
Image ret;0.000819;0.819;stereoCalib;0.029733;29.733000;colorDetect;0.013268;13.268000;udp;0.000123;0.123;0.043943;;;;
Image ret;0.000947;0.947;stereoCalib;0.030304;30.304000;colorDetect;0.015681;15.681000;udp;0.000135;0.135;0.047067;;;;
Image ret;0.000801;0.801;stereoCalib;0.029776;29.776000;colorDetect;0.012589;12.589000;udp;0.000115;0.115;0.043281;;;;
Image ret;0.000978;0.978;stereoCalib;0.030217;30.217000;colorDetect;0.014524;14.524000;udp;9e-05;0.09;0.045809;;;;
Image ret;0.00081;0.81;stereoCalib;0.029735;29.735000;colorDetect;0.015207;15.207000;udp;9.1e-05;0.091;0.045843;;;;
Image ret;0.000931;0.931;stereoCalib;0.029379;29.379000;colorDetect;0.012908;12.908000;udp;9.5e-05;0.095;0.043313;;;;
Image ret;0.000791;0.791;stereoCalib;0.027865;27.865000;colorDetect;0.014189;14.189000;udp;9.1e-05;0.091;0.042936;;;;
Image ret;0.000809;0.809;stereoCalib;0.028034;28.034000;colorDetect;0.012535;12.535000;udp;0.000114;0.114;0.041492;;;;
Image ret;0.000816;0.816;stereoCalib;0.027267;27.267000;colorDetect;0.014825;14.825000;udp;9.6e-05;0.096;0.043004;;;;
Image ret;0.001234;1.234;stereoCalib;0.05423;54.230000;colorDetect;0.027417;27.417000;udp;0.000146;0.146;0.083027;;;;
Image ret;0.001161;1.161;stereoCalib;0.057509;57.509000;colorDetect;0.013041;13.041000;udp;0.0001;0.1;0.071811;;;;
Image ret;0.00128;1.28;stereoCalib;0.02893;28.930000;colorDetect;0.012965;12.965000;udp;9.3e-05;0.093;0.043268;;;;
Image ret;0.000809;0.809;stereoCalib;0.029837;29.837000;colorDetect;0.013506;13.506000;udp;9.6e-05;0.096;0.044248;;;;
Image ret;0.000807;0.807;stereoCalib;0.029698;29.698000;colorDetect;0.013266;13.266000;udp;0.000313;0.313;0.044084;;;;
Image ret;0.000947;0.947;stereoCalib;0.030373;30.373000;colorDetect;0.016056;16.056000;udp;0.000124;0.124;0.0475;;;;
Image ret;0.000805;0.805;stereoCalib;0.029997;29.997000;colorDetect;0.014071;14.071000;udp;9.5e-05;0.095;0.044968;;;;
Image ret;0.000803;0.803;stereoCalib;0.027179;27.179000;colorDetect;0.014287;14.287000;udp;9.3e-05;0.093;0.042362;;;;
Image ret;0.000826;0.826;stereoCalib;0.029782;29.782000;colorDetect;0.012519;12.519000;udp;0.000105;0.105;0.043232;;;;
Image ret;0.000985;0.985;stereoCalib;0.028048;28.048000;colorDetect;0.014355;14.355000;udp;9e-05;0.09;0.043478;;;;
Image ret;0.000838;0.838;stereoCalib;0.029847;29.847000;colorDetect;0.012617;12.617000;udp;0.000109;0.109;0.043411;;;;
Image ret;0.000793;0.793;stereoCalib;0.029833;29.833000;colorDetect;0.013416;13.416000;udp;0.000108;0.108;0.04415;;;;
Image ret;0.000836;0.836;stereoCalib;0.027182;27.182000;colorDetect;0.014163;14.163000;udp;8.7e-05;0.087;0.042268;;;;
Image ret;0.000847;0.847;stereoCalib;0.030018;30.018000;colorDetect;0.014179;14.179000;udp;9.4e-05;0.094;0.045138;;;;
Image ret;0.000799;0.799;stereoCalib;0.028076;28.076000;colorDetect;0.014104;14.104000;udp;0.000105;0.105;0.043084;;;;
Image ret;0.000949;0.949;stereoCalib;0.029604;29.604000;colorDetect;0.013155;13.155000;udp;8.9e-05;0.089;0.043797;;;;
Image ret;0.000803;0.803;stereoCalib;0.030058;30.058000;colorDetect;0.012713;12.713000;udp;0.000116;0.116;0.04369;;;;
Image ret;0.000792;0.792;stereoCalib;0.033492;33.492000;colorDetect;0.012546;12.546000;udp;0.000108;0.108;0.046938;;;;
Image ret;0.000977;0.977;stereoCalib;0.03347;33.470000;colorDetect;0.012734;12.734000;udp;0.000179;0.179;0.04736;;;;
Image ret;0.001029;1.029;stereoCalib;0.033962;33.962000;colorDetect;0.012789;12.789000;udp;9.8e-05;0.098;0.047878;;;;
Image ret;0.001513;1.513;stereoCalib;0.033851;33.851000;colorDetect;0.027312;27.312000;udp;0.000146;0.146;0.062822;;;;
Image ret;0.00114;1.14;stereoCalib;0.054756;54.756000;colorDetect;0.027057;27.057000;udp;0.000151;0.151;0.083104;;;;
Image ret;0.001173;1.173;stereoCalib;0.057319;57.319000;colorDetect;0.024987;24.987000;udp;0.000156;0.156;0.083635;;;;
Image ret;0.001134;1.134;stereoCalib;0.054716;54.716000;colorDetect;0.027215;27.215000;udp;0.000145;0.145;0.08321;;;;
Image ret;0.001157;1.157;stereoCalib;0.058854;58.854000;colorDetect;0.018629;18.629000;udp;9.4e-05;0.094;0.078734;;;;
Image ret;0.000848;0.848;stereoCalib;0.028417;28.417000;colorDetect;0.013314;13.314000;udp;0.000105;0.105;0.042684;;;;
Image ret;0.000824;0.824;stereoCalib;0.028679;28.679000;colorDetect;0.014096;14.096000;udp;9.4e-05;0.094;0.043693;;;;
Image ret;0.000799;0.799;stereoCalib;0.030419;30.419000;colorDetect;0.012478;12.478000;udp;0.000174;0.174;0.04387;;;;
Image ret;0.000972;0.972;stereoCalib;0.030768;30.768000;colorDetect;0.013933;13.933000;udp;8.9e-05;0.089;0.045762;;;;
Image ret;0.000862;0.862;stereoCalib;0.029688;29.688000;colorDetect;0.012418;12.418000;udp;0.000119;0.119;0.043087;;;;
Image ret;0.000849;0.849;stereoCalib;0.029428;29.428000;colorDetect;0.012558;12.558000;udp;0.000119;0.119;0.042954;;;;
Image ret;0.000836;0.836;stereoCalib;0.028072;28.072000;colorDetect;0.012887;12.887000;udp;0.000142;0.142;0.041937;;;;
Image ret;0.000856;0.856;stereoCalib;0.028414;28.414000;colorDetect;0.012905;12.905000;udp;9.9e-05;0.099;0.042274;;;;
Image ret;0.000805;0.805;stereoCalib;0.026696;26.696000;colorDetect;0.013857;13.857000;udp;9.4e-05;0.094;0.041452;;;;
Image ret;0.000858;0.858;stereoCalib;0.029687;29.687000;colorDetect;0.012541;12.541000;udp;9.9e-05;0.099;0.043185;;;;
Image ret;0.000846;0.846;stereoCalib;0.029528;29.528000;colorDetect;0.014184;14.184000;udp;9.1e-05;0.091;0.044649;;;;
Image ret;0.000936;0.936;stereoCalib;0.026668;26.668000;colorDetect;0.013678;13.678000;udp;0.000121;0.121;0.041403;;;;
Image ret;0.000788;0.788;stereoCalib;0.029395;29.395000;colorDetect;0.014015;14.015000;udp;9.1e-05;0.091;0.044289;;;;
Image ret;0.000851;0.851;stereoCalib;0.027893;27.893000;colorDetect;0.012783;12.783000;udp;9.7e-05;0.097;0.041624;;;;
Image ret;0.000822;0.822;stereoCalib;0.030016;30.016000;colorDetect;0.013626;13.626000;udp;0.000104;0.104;0.044568;;;;
Image ret;0.000804;0.804;stereoCalib;0.03075;30.750000;colorDetect;0.028347;28.347000;udp;0.000141;0.141;0.060042;;;;
Image ret;0.001166;1.166;stereoCalib;0.054533;54.533000;colorDetect;0.027222;27.222000;udp;0.000143;0.143;0.083064;;;;
Image ret;0.000893;0.893;stereoCalib;0.029348;29.348000;colorDetect;0.013375;13.375000;udp;0.0001;0.1;0.043716;;;;
Image ret;0.000831;0.831;stereoCalib;0.029796;29.796000;colorDetect;0.014519;14.519000;udp;9.1e-05;0.091;0.045237;;;;
Image ret;0.000789;0.789;stereoCalib;0.029024;29.024000;colorDetect;0.013092;13.092000;udp;9.6e-05;0.096;0.043001;;;;
Image ret;0.00099;0.99;stereoCalib;0.0338;33.800000;colorDetect;0.013764;13.764000;udp;0.000126;0.126;0.04868;;;;
Image ret;0.000835;0.835;stereoCalib;0.030989;30.989000;colorDetect;0.012972;12.972000;udp;9.7e-05;0.097;0.044893;;;;
Image ret;0.000794;0.794;stereoCalib;0.031082;31.082000;colorDetect;0.012598;12.598000;udp;9.9e-05;0.099;0.044573;;;;
Image ret;0.000809;0.809;stereoCalib;0.033427;33.427000;colorDetect;0.012619;12.619000;udp;0.000105;0.105;0.04696;;;;
Image ret;0.000837;0.837;stereoCalib;0.029245;29.245000;colorDetect;0.013611;13.611000;udp;9.1e-05;0.091;0.043784;;;;
Image ret;0.000797;0.797;stereoCalib;0.028408;28.408000;colorDetect;0.013071;13.071000;udp;0.000394;0.394;0.04267;;;;
Image ret;0.000987;0.987;stereoCalib;0.027944;27.944000;colorDetect;0.015132;15.132000;udp;8.6e-05;0.086;0.044149;;;;
Image ret;0.000832;0.832;stereoCalib;0.02698;26.980000;colorDetect;0.01336;13.360000;udp;9.4e-05;0.094;0.041266;;;;
Image ret;0.000892;0.892;stereoCalib;0.028201;28.201000;colorDetect;0.015049;15.049000;udp;8.9e-05;0.089;0.044231;;;;
Image ret;0.000951;0.951;stereoCalib;0.028045;28.045000;colorDetect;0.012522;12.522000;udp;9.9e-05;0.099;0.041617;;;;
Image ret;0.000934;0.934;stereoCalib;0.030145;30.145000;colorDetect;0.013636;13.636000;udp;9.5e-05;0.095;0.04481;;;;
Image ret;0.000802;0.802;stereoCalib;0.026512;26.512000;colorDetect;0.014141;14.141000;udp;0.000418;0.418;0.041873;;;;
Image ret;0.000823;0.823;stereoCalib;0.027731;27.731000;colorDetect;0.015545;15.545000;udp;8.7e-05;0.087;0.044186;;;;
Image ret;0.000833;0.833;stereoCalib;0.026449;26.449000;colorDetect;0.014024;14.024000;udp;9.6e-05;0.096;0.041402;;;;
Image ret;0.002256;2.256;stereoCalib;0.052905;52.905000;colorDetect;0.027318;27.318000;udp;0.000149;0.149;0.082628;;;;
Image ret;0.00109;1.09;stereoCalib;0.055789;55.789000;colorDetect;0.014788;14.788000;udp;9.2e-05;0.092;0.071759;;;;
Image ret;0.000819;0.819;stereoCalib;0.029319;29.319000;colorDetect;0.012906;12.906000;udp;9.5e-05;0.095;0.043139;;;;
Image ret;0.000802;0.802;stereoCalib;0.030752;30.752000;colorDetect;0.012937;12.937000;udp;9.3e-05;0.093;0.044584;;;;
Image ret;0.001815;1.815;stereoCalib;0.029153;29.153000;colorDetect;0.013872;13.872000;udp;8.9e-05;0.089;0.044929;;;;
Image ret;0.000932;0.932;stereoCalib;0.028013;28.013000;colorDetect;0.012527;12.527000;udp;9.6e-05;0.096;0.041568;;;;
Image ret;0.0008;0.8;stereoCalib;0.029915;29.915000;colorDetect;0.012868;12.868000;udp;0.000143;0.143;0.043726;;;;
Image ret;0.000817;0.817;stereoCalib;0.027853;27.853000;colorDetect;0.01403;14.030000;udp;0.000264;0.264;0.042964;;;;
Image ret;0.000806;0.806;stereoCalib;0.028035;28.035000;colorDetect;0.014353;14.353000;udp;0.00012;0.12;0.043314;;;;
Image ret;0.000972;0.972;stereoCalib;0.029529;29.529000;colorDetect;0.013942;13.942000;udp;0.000122;0.122;0.044565;;;;
Image ret;0.000864;0.864;stereoCalib;0.028816;28.816000;colorDetect;0.01379;13.790000;udp;9.7e-05;0.097;0.043567;;;;
Image ret;0.000793;0.793;stereoCalib;0.02941;29.410000;colorDetect;0.013105;13.105000;udp;0.000102;0.102;0.04341;;;;
Image ret;0.000803;0.803;stereoCalib;0.032337;32.337000;colorDetect;0.012577;12.577000;udp;0.000102;0.102;0.045819;;;;
Image ret;0.0008;0.8;stereoCalib;0.033334;33.334000;colorDetect;0.013705;13.705000;udp;9.6e-05;0.096;0.047935;;;;
Image ret;0.001101;1.101;stereoCalib;0.031233;31.233000;colorDetect;0.01264;12.640000;udp;9.1e-05;0.091;0.045065;;;;
Image ret;0.000824;0.824;stereoCalib;0.027224;27.224000;colorDetect;0.01416;14.160000;udp;9.5e-05;0.095;0.042303;;;;
Image ret;0.000945;0.945;stereoCalib;0.030518;30.518000;colorDetect;0.012511;12.511000;udp;0.000104;0.104;0.044078;;;;
Image ret;0.001012;1.012;stereoCalib;0.030988;30.988000;colorDetect;0.012519;12.519000;udp;0.00011;0.11;0.044629;;;;
Image ret;0.000853;0.853;stereoCalib;0.029352;29.352000;colorDetect;0.012797;12.797000;udp;0.000187;0.187;0.043189;;;;
Image ret;0.000848;0.848;stereoCalib;0.030076;30.076000;colorDetect;0.013173;13.173000;udp;0.000205;0.205;0.044302;;;;
Image ret;0.000936;0.936;stereoCalib;0.050736;50.736000;colorDetect;0.028954;28.954000;udp;0.000155;0.155;0.080781;;;;
Image ret;0.001202;1.202;stereoCalib;0.055541;55.541000;colorDetect;0.022074;22.074000;udp;0.000101;0.101;0.078918;;;;
Image ret;0.000869;0.869;stereoCalib;0.028135;28.135000;colorDetect;0.012618;12.618000;udp;9.9e-05;0.099;0.041721;;;;
Image ret;0.000797;0.797;stereoCalib;0.029796;29.796000;colorDetect;0.013964;13.964000;udp;0.000122;0.122;0.044679;;;;
Image ret;0.000957;0.957;stereoCalib;0.028303;28.303000;colorDetect;0.014642;14.642000;udp;9.9e-05;0.099;0.044001;;;;
Image ret;0.000797;0.797;stereoCalib;0.0272;27.200000;colorDetect;0.015668;15.668000;udp;9e-05;0.09;0.043755;;;;
Image ret;0.000859;0.859;stereoCalib;0.027102;27.102000;colorDetect;0.01372;13.720000;udp;0.000122;0.122;0.041803;;;;
Image ret;0.000797;0.797;stereoCalib;0.029758;29.758000;colorDetect;0.01372;13.720000;udp;0.000116;0.116;0.044391;;;;
Image ret;0.000796;0.796;stereoCalib;0.027108;27.108000;colorDetect;0.014744;14.744000;udp;0.000106;0.106;0.042754;;;;
Image ret;0.000943;0.943;stereoCalib;0.028247;28.247000;colorDetect;0.013976;13.976000;udp;9.7e-05;0.097;0.043263;;;;
Image ret;0.000822;0.822;stereoCalib;0.02975;29.750000;colorDetect;0.01391;13.910000;udp;0.000118;0.118;0.0446;;;;
Image ret;0.000874;0.874;stereoCalib;0.029616;29.616000;colorDetect;0.01374;13.740000;udp;9.9e-05;0.099;0.044329;;;;
Image ret;0.000793;0.793;stereoCalib;0.029493;29.493000;colorDetect;0.014175;14.175000;udp;9.7e-05;0.097;0.044558;;;;
Image ret;0.000827;0.827;stereoCalib;0.029871;29.871000;colorDetect;0.013053;13.053000;udp;8.6e-05;0.086;0.043837;;;;
Image ret;0.000801;0.801;stereoCalib;0.031551;31.551000;colorDetect;0.014093;14.093000;udp;9.1e-05;0.091;0.046536;;;;
Image ret;0.000875;0.875;stereoCalib;0.029946;29.946000;colorDetect;0.012471;12.471000;udp;0.000158;0.158;0.04345;;;;
Image ret;0.000794;0.794;stereoCalib;0.029886;29.886000;colorDetect;0.013846;13.846000;udp;0.000133;0.133;0.044659;;;;
Image ret;0.000796;0.796;stereoCalib;0.027356;27.356000;colorDetect;0.014494;14.494000;udp;9.1e-05;0.091;0.042737;;;;
Image ret;0.000825;0.825;stereoCalib;0.029595;29.595000;colorDetect;0.014005;14.005000;udp;9.5e-05;0.095;0.04452;;;;
Image ret;0.000837;0.837;stereoCalib;0.029772;29.772000;colorDetect;0.014063;14.063000;udp;0.000115;0.115;0.044787;;;;
Image ret;0.00099;0.99;stereoCalib;0.032701;32.701000;colorDetect;0.027175;27.175000;udp;0.000145;0.145;0.061011;;;;
Image ret;0.001143;1.143;stereoCalib;0.055509;55.509000;colorDetect;0.025081;25.081000;udp;0.000147;0.147;0.08188;;;;
Image ret;0.001148;1.148;stereoCalib;0.054134;54.134000;colorDetect;0.027838;27.838000;udp;0.000141;0.141;0.083261;;;;
Image ret;0.001323;1.323;stereoCalib;0.036015;36.015000;colorDetect;0.012653;12.653000;udp;9.6e-05;0.096;0.050087;;;;
Image ret;0.0008;0.8;stereoCalib;0.032712;32.712000;colorDetect;0.012479;12.479000;udp;0.000228;0.228;0.046219;;;;
Image ret;0.000811;0.811;stereoCalib;0.031888;31.888000;colorDetect;0.012504;12.504000;udp;0.000102;0.102;0.045305;;;;
Image ret;0.000996;0.996;stereoCalib;0.031302;31.302000;colorDetect;0.012578;12.578000;udp;8.9e-05;0.089;0.044965;;;;
Image ret;0.001889;1.889;stereoCalib;0.029814;29.814000;colorDetect;0.01258;12.580000;udp;9.3e-05;0.093;0.044376;;;;
Image ret;0.00098;0.98;stereoCalib;0.029748;29.748000;colorDetect;0.015248;15.248000;udp;0.000116;0.116;0.046092;;;;
Image ret;0.000796;0.796;stereoCalib;0.02708;27.080000;colorDetect;0.015804;15.804000;udp;9.3e-05;0.093;0.043773;;;;
Image ret;0.000847;0.847;stereoCalib;0.027571;27.571000;colorDetect;0.013986;13.986000;udp;9.1e-05;0.091;0.042495;;;;
Image ret;0.000816;0.816;stereoCalib;0.029495;29.495000;colorDetect;0.012939;12.939000;udp;0.000111;0.111;0.043361;;;;
Image ret;0.000958;0.958;stereoCalib;0.029864;29.864000;colorDetect;0.014136;14.136000;udp;0.000119;0.119;0.045077;;;;
Image ret;0.000843;0.843;stereoCalib;0.029675;29.675000;colorDetect;0.013029;13.029000;udp;9.4e-05;0.094;0.043641;;;;
Image ret;0.000869;0.869;stereoCalib;0.029629;29.629000;colorDetect;0.014117;14.117000;udp;9.1e-05;0.091;0.044706;;;;
Image ret;0.000803;0.803;stereoCalib;0.029362;29.362000;colorDetect;0.013546;13.546000;udp;0.000702;0.702;0.044413;;;;
Image ret;0.000871;0.871;stereoCalib;0.029503;29.503000;colorDetect;0.013363;13.363000;udp;0.000117;0.117;0.043854;;;;
Image ret;0.000812;0.812;stereoCalib;0.030959;30.959000;colorDetect;0.01396;13.960000;udp;0.000125;0.125;0.045856;;;;
Image ret;0.000927;0.927;stereoCalib;0.03295;32.950000;colorDetect;0.013405;13.405000;udp;0.000104;0.104;0.047386;;;;
Image ret;0.000975;0.975;stereoCalib;0.031931;31.931000;colorDetect;0.013226;13.226000;udp;0.000183;0.183;0.046315;;;;
Image ret;0.000937;0.937;stereoCalib;0.03371;33.710000;colorDetect;0.012503;12.503000;udp;0.000101;0.101;0.047251;;;;
Image ret;0.000847;0.847;stereoCalib;0.028211;28.211000;colorDetect;0.019401;19.401000;udp;0.00014;0.14;0.048599;;;;
Image ret;0.001104;1.104;stereoCalib;0.053564;53.564000;colorDetect;0.027217;27.217000;udp;0.000153;0.153;0.082038;;;;
Image ret;0.000814;0.814;stereoCalib;0.029499;29.499000;colorDetect;0.014162;14.162000;udp;9e-05;0.09;0.044565;;;;
Image ret;0.000809;0.809;stereoCalib;0.028107;28.107000;colorDetect;0.014192;14.192000;udp;0.000113;0.113;0.043221;;;;
Image ret;0.000831;0.831;stereoCalib;0.027358;27.358000;colorDetect;0.013937;13.937000;udp;0.000221;0.221;0.042347;;;;
Image ret;0.00082;0.82;stereoCalib;0.029577;29.577000;colorDetect;0.014112;14.112000;udp;0.000141;0.141;0.04465;;;;
Image ret;0.000857;0.857;stereoCalib;0.028992;28.992000;colorDetect;0.013791;13.791000;udp;8.9e-05;0.089;0.043729;;;;
Image ret;0.000936;0.936;stereoCalib;0.033864;33.864000;colorDetect;0.014001;14.001000;udp;9.3e-05;0.093;0.048894;;;;
Image ret;0.000819;0.819;stereoCalib;0.028338;28.338000;colorDetect;0.012531;12.531000;udp;0.000122;0.122;0.04181;;;;
Image ret;0.000806;0.806;stereoCalib;0.03014;30.140000;colorDetect;0.013707;13.707000;udp;0.000101;0.101;0.044754;;;;
Image ret;0.000846;0.846;stereoCalib;0.028208;28.208000;colorDetect;0.014019;14.019000;udp;8.4e-05;0.084;0.043157;;;;
Image ret;0.000811;0.811;stereoCalib;0.028802;28.802000;colorDetect;0.01423;14.230000;udp;9.5e-05;0.095;0.043938;;;;
Image ret;0.000891;0.891;stereoCalib;0.028613;28.613000;colorDetect;0.012692;12.692000;udp;0.000109;0.109;0.042305;;;;
Image ret;0.00079;0.79;stereoCalib;0.028835;28.835000;colorDetect;0.013349;13.349000;udp;0.000102;0.102;0.043076;;;;
Image ret;0.000864;0.864;stereoCalib;0.029513;29.513000;colorDetect;0.01383;13.830000;udp;0.000101;0.101;0.044308;;;;
Image ret;0.000794;0.794;stereoCalib;0.029471;29.471000;colorDetect;0.014179;14.179000;udp;9.7e-05;0.097;0.044541;;;;
Image ret;0.001017;1.017;stereoCalib;0.029626;29.626000;colorDetect;0.014304;14.304000;udp;9.3e-05;0.093;0.04504;;;;
Image ret;0.000799;0.799;stereoCalib;0.028145;28.145000;colorDetect;0.012486;12.486000;udp;0.000101;0.101;0.041531;;;;
Image ret;0.001054;1.054;stereoCalib;0.029341;29.341000;colorDetect;0.013743;13.743000;udp;8.7e-05;0.087;0.044225;;;;
Image ret;0.000789;0.789;stereoCalib;0.026976;26.976000;colorDetect;0.014765;14.765000;udp;0.000118;0.118;0.042648;;;;
Image ret;0.001205;1.205;stereoCalib;0.053585;53.585000;colorDetect;0.027391;27.391000;udp;0.000166;0.166;0.082347;;;;
Image ret;0.001311;1.311;stereoCalib;0.055927;55.927000;colorDetect;0.012676;12.676000;udp;0.0001;0.1;0.070014;;;;
